fips,year,V1
35061,2013,1
35061,2014,1
35061,2015,1
35061,2016,1
36003,2000,1
36003,2001,1
36003,2003,1
36003,2004,3
36003,2005,2
36003,2006,1
36003,2007,3
36003,2008,2
36003,2009,2
36003,2010,3
36003,2011,1
36003,2012,1
36003,2013,1
36003,2014,1
36003,2015,1
36009,2011,1
36013,2007,1
36013,2009,1
36017,2007,1
36017,2008,1
36017,2009,1
36017,2010,3
36017,2011,2
36017,2012,1
36017,2013,1
36017,2016,1
36021,2005,3
36039,2006,6
36039,2007,2
36039,2008,3
36039,2012,2
36039,2014,2
36039,2016,2
36053,2003,1
36065,2013,2
36067,2013,1
36075,2003,1
36075,2013,1
36079,2005,4
36079,2006,3
36079,2007,3
36079,2008,3
36079,2009,3
36079,2010,4
36079,2011,3
36079,2012,3
36095,2002,2
36095,2004,1
36095,2005,1
36095,2006,2
36101,2006,1
36101,2007,1
36109,2007,1
36109,2009,1
36109,2013,1
36109,2014,1
36119,2002,1
41005,2003,1
41005,2010,1
41007,2004,8
41009,2003,1
41009,2004,2
41009,2005,1
41009,2006,1
41009,2007,2
41009,2008,3
41009,2009,3
41009,2010,1
41009,2013,1
41013,2003,1
41013,2007,1
41021,2003,1
41029,2004,2
41029,2005,1
41029,2007,1
41029,2008,4
41029,2009,2
41029,2010,3
41029,2011,4
41029,2014,1
41029,2015,2
41035,2007,1
41035,2008,1
41037,2002,1
41037,2003,1
41037,2004,1
41037,2007,1
41037,2008,1
41037,2009,1
41037,2010,1
41037,2011,1
41037,2012,1
41037,2013,1
41037,2014,1
41037,2015,1
41037,2016,1
41039,2003,2
41039,2004,6
41039,2005,2
41039,2006,1
41039,2007,5
41039,2008,4
41039,2009,3
41039,2010,3
41039,2011,1
41039,2012,1
41039,2013,4
41039,2016,1
41045,2003,1
41045,2004,1
41045,2005,2
41045,2008,2
41045,2010,1
41045,2011,2
41045,2012,2
41045,2013,3
41045,2014,3
41045,2015,4
41045,2016,3
41047,2002,2
41047,2003,1
41047,2004,1
41047,2005,3
41047,2006,3
41047,2007,5
41047,2008,3
41047,2009,5
41047,2010,4
41047,2011,4
41047,2012,2
41047,2013,4
41047,2014,2
41047,2016,3
41051,2003,1
41051,2004,1
41051,2009,1
41051,2010,1
41053,2016,1
41065,2015,1
42009,2004,1
42009,2007,1
42009,2008,1
42011,2000,2
42011,2003,3
42011,2006,3
42011,2007,2
42011,2008,2
42017,1999,1
42017,2000,5
42017,2002,3
42017,2003,8
42017,2004,2
42017,2005,3
42017,2006,8
42017,2007,4
42017,2008,3
42017,2009,2
42017,2010,4
42017,2011,1
42017,2012,2
42017,2013,1
42025,2006,3
42025,2007,1
42025,2008,1
42025,2009,1
42025,2010,1
42025,2011,1
42039,2000,3
42039,2001,2
42039,2002,2
42039,2003,4
42039,2004,4
42039,2005,1
42039,2006,4
42039,2007,4
42039,2008,4
42039,2009,2
42043,2012,1
42049,2004,9
42069,2000,1
42069,2003,1
42069,2006,1
42069,2007,1
42069,2008,1
42069,2009,1
42069,2010,1
42069,2011,1
42075,2006,1
42077,2012,1
42077,2013,1
42079,2000,1
42079,2003,1
42079,2012,1
42079,2014,1
42081,2014,1
42089,2015,1
42091,2004,1
42091,2006,1
42091,2007,1
42091,2016,1
42099,2000,3
42099,2003,3
42099,2006,3
42099,2007,3
42099,2008,4
42099,2009,2
42099,2010,2
42099,2011,1
42099,2012,3
42099,2013,2
42099,2014,2
42099,2015,1
42099,2016,1
42107,2007,1
42113,2004,1
42117,2006,2
42117,2007,1
42117,2015,2
42123,2000,1
42123,2003,1
42123,2004,1
42123,2006,1
42127,2004,1
42127,2005,1
42127,2006,1
42127,2007,1
42127,2008,1
42127,2010,1
42131,2003,1
42131,2006,1
42131,2007,1
42131,2014,1
42133,2001,1
42133,2009,1
42133,2015,1
42133,2016,1
45063,2007,1
49003,2000,2
49003,2002,2
49003,2003,2
49003,2004,1
49003,2005,2
49003,2006,1
49003,2008,1
49003,2011,1
49003,2012,1
49003,2013,1
49003,2014,1
49003,2015,1
49005,2003,1
49005,2006,2
49005,2009,1
49005,2011,1
49005,2012,1
49005,2013,1
49011,2005,1
49017,2001,1
49017,2005,1
49027,2000,1
49027,2001,1
49027,2002,3
49027,2003,1
49027,2005,2
49027,2006,1
49027,2007,2
49027,2008,1
49027,2010,1
49027,2013,1
49027,2015,2
49027,2016,1
49031,2003,1
49031,2008,1
49031,2010,1
49035,2000,3
49035,2001,1
49035,2004,2
49035,2008,2
49035,2009,1
49037,2002,1
49037,2007,1
49037,2008,1
49037,2011,1
49037,2012,1
49039,2000,3
49039,2004,1
49039,2006,1
49039,2009,1
49039,2011,3
49039,2012,1
49039,2013,2
49039,2014,3
49039,2015,1
49039,2016,1
49041,2012,1
49043,2000,1
49043,2001,1
49043,2002,1
49043,2003,1
49043,2008,1
49043,2011,1
49043,2012,1
49043,2013,2
49045,2002,1
49045,2005,1
49045,2008,1
49045,2011,1
49049,2001,2
49049,2004,2
49049,2006,1
49049,2007,1
49049,2010,2
49049,2012,2
49049,2013,1
49051,2011,1
49051,2012,1
49053,2000,2
49053,2001,1
49053,2002,2
49053,2003,2
49053,2004,1
49053,2005,4
49053,2008,1
49053,2009,1
49053,2010,1
49053,2011,1
49053,2012,4
49053,2015,1
49055,2000,1
49055,2001,1
49055,2002,2
49055,2003,1
49055,2004,2
49055,2005,1
49055,2010,1
49055,2012,1
49055,2013,1
49055,2015,1
49055,2016,1
49057,2005,1
49057,2008,1
49057,2010,1
49057,2013,1
50019,1999,1
50019,2001,1
50019,2002,1
50019,2003,1
50019,2004,2
50019,2005,2
50019,2006,3
50019,2007,1
50019,2008,1
50019,2009,2
50019,2010,1
50019,2011,1
50019,2012,1
50019,2013,1
50019,2014,1
50019,2016,1
50025,1999,1
50025,2000,1
50025,2001,1
50025,2003,1
50025,2004,1
50025,2005,1
50025,2011,1
53005,2004,1
53005,2016,2
53009,2003,1
53015,1999,1
53015,2002,1
53015,2003,1
53015,2004,1
53015,2006,1
53015,2007,1
53015,2008,1
53015,2009,1
53015,2010,1
53015,2011,1
53015,2012,1
53015,2013,1
53015,2014,1
53017,2002,4
53017,2003,3
53017,2008,2
53017,2009,2
53017,2010,1
53019,2001,1
53019,2008,1
53019,2009,1
53019,2011,2
53019,2012,3
53019,2013,3
53021,2002,6
53021,2003,5
53021,2005,4
53021,2007,6
53021,2008,5
53021,2010,2
53021,2015,2
53021,2016,2
53025,2002,2
53025,2004,2
53025,2006,5
53025,2007,3
53025,2008,4
53025,2009,3
53025,2010,3
53025,2011,1
53025,2012,1
53025,2014,1
53025,2015,1
53027,2003,1
53027,2004,1
53027,2008,1
53027,2009,1
53027,2015,1
53029,2000,4
53029,2001,2
53029,2002,20
53029,2003,17
53029,2004,12
53029,2005,3
53029,2006,9
53029,2007,25
53029,2008,21
53029,2009,23
53029,2010,27
53029,2011,19
53029,2012,18
53029,2013,15
53029,2014,16
53029,2015,15
53029,2016,12
53031,2002,1
53031,2008,1
53031,2009,1
53031,2010,1
53031,2011,1
53031,2012,1
53031,2013,1
53033,2002,3
53033,2003,5
53033,2004,1
53033,2005,3
53033,2006,7
53033,2007,9
53033,2008,9
53033,2009,7
53033,2010,5
53033,2011,4
53033,2012,3
53033,2013,1
53033,2014,1
53033,2015,1
53033,2016,3
53035,2002,2
53035,2003,1
53035,2004,1
53035,2005,1
53035,2006,2
53035,2007,3
53035,2016,1
53037,2000,1
53037,2003,1
53037,2005,1
53037,2006,1
53037,2007,1
53037,2008,1
53037,2009,1
53037,2010,1
53037,2012,1
53041,2005,1
53041,2015,1
53041,2016,1
53043,2002,1
53043,2003,1
53043,2007,2
53043,2008,2
53043,2009,2
53043,2010,1
53043,2011,1
53043,2012,2
53045,2005,1
53045,2006,1
53045,2007,1
53045,2016,1
53047,2002,2
53051,2009,1
53051,2010,1
53051,2015,1
53051,2016,1
53053,2002,1
53053,2003,3
53053,2004,3
53053,2005,4
53053,2006,7
53053,2007,5
53053,2008,5
53053,2009,5
53053,2010,4
53053,2011,4
53053,2012,4
53053,2013,4
53053,2014,3
53053,2015,3
53053,2016,1
53055,2003,3
53055,2004,7
53055,2005,8
53055,2006,8
53055,2007,9
53055,2009,5
53057,2003,3
53057,2004,1
53057,2005,1
53057,2006,2
53057,2007,3
53057,2008,2
53057,2009,2
53057,2010,2
53057,2011,2
53057,2012,3
53057,2014,1
53059,2003,1
53061,1999,1
53061,2000,1
53061,2002,1
53061,2003,2
53061,2004,1
53061,2005,1
53061,2006,4
53061,2007,4
53061,2008,2
53061,2009,1
53061,2010,2
53061,2011,1
53061,2012,2
53061,2013,1
53061,2015,1
53063,2007,2
53063,2008,1
53063,2009,1
53063,2010,2
53063,2011,1
53063,2012,1
53063,2013,1
53063,2014,1
53065,2002,2
53065,2003,2
53065,2004,2
53065,2006,2
53065,2007,1
53065,2008,1
53065,2010,1
53065,2012,3
53065,2014,1
53065,2015,1
53065,2016,1
53067,2002,2
53067,2003,1
53067,2005,1
53067,2006,1
53067,2007,3
53067,2008,1
53067,2009,1
53067,2010,2
53067,2011,2
53067,2012,1
53067,2013,1
53071,2003,4
53071,2005,4
53071,2006,4
53071,2007,4
53071,2008,3
53071,2009,3
53073,1999,2
53073,2001,2
53073,2002,6
53073,2003,6
53073,2005,8
53073,2006,10
53073,2007,10
53073,2008,10
53073,2009,8
53073,2010,8
53073,2011,8
53073,2012,6
53077,2002,1
53077,2004,1
53077,2007,1
53077,2008,1
53077,2010,1
54033,2003,1
54033,2004,4
54033,2006,2
54033,2007,4
54033,2008,3
54033,2009,6
54033,2014,1
54065,2012,1
54065,2013,1
54109,2008,1
55005,1999,1
55005,2000,1
55005,2002,1
55005,2005,1
55005,2006,2
55005,2011,1
55009,2005,2
55021,2000,1
55021,2006,1
55021,2007,1
55021,2008,1
55021,2012,1
55027,2008,1
55039,1999,1
55039,2002,1
55063,2009,1
55065,1999,1
55065,2000,1
55065,2003,1
55065,2014,1
55065,2015,1
55075,2006,1
55077,2015,1
55083,1999,1
55083,2002,1
55083,2005,1
55083,2006,1
55087,1999,2
55087,2002,1
55089,2000,1
55095,1999,1
55095,2002,1
55095,2006,1
55101,2011,1
55105,2000,1
55105,2003,1
55105,2004,1
55105,2016,1
55117,1999,1
55127,2000,1
55127,2001,2
55127,2003,2
55127,2006,1
55127,2007,1
55127,2008,1
55131,2003,1
55133,2000,3
55133,2009,2
55135,2006,1
55141,2012,1
06055,2006,4
08013,2004,2
08085,2001,2
08105,2016,2
09003,2007,2
09003,2008,2
09003,2009,1
09003,2010,2
09005,2006,2
09005,2008,1
09009,2010,2
09011,2004,4
12003,2008,1
12057,2008,2
12069,2006,1
12069,2015,5
12071,2016,1
12073,2009,1
12097,2008,5
12097,2015,3
12099,2002,9
12099,2012,1
12117,2000,1
19019,2006,1
19061,1999,1
19063,2011,1
19081,2000,1
19085,2006,1
19097,2005,1
19131,2007,1
19139,2008,1
19145,2007,1
19145,2008,2
19147,2008,1
19153,2000,1
19163,2005,1
19163,2011,1
19183,2008,1
19187,2009,1
21007,2001,1
22103,2013,1
23003,2014,3
25027,2014,2
27003,1999,1
27025,2002,1
27025,2012,1
27079,2000,1
27095,2006,1
27099,2001,1
27099,2002,2
27117,2000,1
27123,2001,4
27133,2000,4
27145,1999,1
27163,2015,1
27169,2005,1
33001,2007,2
33001,2009,1
33017,2012,3
35005,2002,1
35007,2004,4
35009,2002,1
35013,2000,2
35025,2000,1
35027,2000,2
35035,2006,3
35037,2001,1
35049,2000,1
36019,2002,1
36043,2016,2
36079,2002,1
36105,2004,1
37031,2010,1
37035,2012,1
37067,2010,1
37153,2011,1
37167,2010,5
42009,2016,1
42071,2004,6
50011,2006,2
50015,2005,1
50021,2005,7
53071,2012,1
53071,2013,1
54059,2007,2
55033,2006,1
55033,2008,2
55043,2014,1
55049,2000,1
55049,2011,1
55087,2008,1
55121,2011,1
55133,2006,1
55133,2010,1
06007,2007,1
06015,2014,1
06021,2016,1
06033,2009,1
06059,2012,1
06065,2000,2
06065,2001,3
06065,2002,2
06069,2000,1
06069,2001,1
06069,2002,1
06069,2003,1
06069,2004,1
06073,2002,1
06083,2011,1
06085,2000,1
06085,2001,1
06085,2002,2
06085,2003,1
06085,2005,2
06085,2006,2
06085,2007,2
06085,2008,1
06085,2009,1
06085,2010,1
06085,2011,1
06085,2012,1
06085,2013,1
06085,2014,1
06085,2015,1
06085,2016,1
06087,2014,1
06089,2003,1
06099,2000,1
06107,2000,3
06107,2001,2
06111,2002,1
06111,2003,1
06111,2004,1
06111,2007,1
06111,2008,1
06111,2012,1
06111,2015,1
06111,2016,3
06113,2016,1
06115,2001,1
06115,2002,1
06115,2004,1
06115,2009,1
08001,1999,1
08001,2004,1
08001,2005,1
08001,2011,2
08015,2001,1
08061,2003,1
08063,2015,1
08073,1999,1
08073,2000,1
08073,2001,1
08073,2002,1
08073,2003,1
08087,2000,2
08087,2003,1
08087,2012,2
08093,2015,1
08103,2009,1
08115,1999,1
08115,2000,1
08123,2000,1
08123,2001,1
08123,2002,1
08123,2010,1
08123,2011,2
12011,2000,2
12057,2000,1
12057,2001,1
12057,2002,1
12057,2005,1
19041,2000,1
19045,2009,1
19047,1999,1
19047,2000,1
19047,2001,1
19047,2002,1
19085,2003,1
19085,2004,1
19093,1999,1
19093,2008,1
19095,2011,1
19119,1999,1
19119,2000,1
19119,2005,1
19119,2006,1
19127,2006,1
19129,2003,1
19129,2006,1
19129,2007,1
19133,1999,1
19133,2011,1
19137,2005,1
19145,2003,3
19145,2004,4
19149,2007,1
19155,1999,1
19155,2000,1
19167,2000,1
19177,1999,1
19193,2013,1
20013,1999,1
20013,2000,1
20013,2001,1
20013,2002,1
20013,2007,1
20013,2008,2
20013,2009,3
20013,2010,3
20013,2011,3
20013,2012,1
20013,2013,1
20013,2014,2
20013,2015,1
20013,2016,1
20027,1999,1
20027,2000,2
20027,2002,1
20027,2014,1
20033,2000,1
20047,2016,1
20051,2001,1
20063,2005,1
20065,2010,1
20065,2011,2
20077,2010,1
20081,2013,1
20081,2014,1
20081,2015,1
20087,1999,1
20087,2000,1
20087,2001,1
20087,2002,3
20087,2003,1
20087,2004,3
20087,2005,3
20089,1999,1
20089,2000,2
20089,2001,1
20089,2003,1
20089,2004,1
20095,2003,1
20095,2004,1
20095,2006,1
20095,2007,1
20095,2008,1
20095,2009,1
20095,2010,1
20095,2011,1
20095,2012,1
20095,2013,1
20095,2014,1
20095,2015,1
20095,2016,1
20097,2001,1
20097,2002,1
20097,2007,1
20097,2008,1
20097,2009,1
20097,2010,1
20097,2011,1
20097,2012,1
20097,2013,1
20097,2014,1
20097,2015,1
20101,2002,1
20101,2003,1
20115,1999,1
20127,2002,1
20141,1999,1
20141,2001,1
20141,2002,1
20147,1999,1
20147,2001,3
20147,2002,2
20147,2006,1
20147,2007,1
20147,2008,1
20147,2009,2
20147,2010,1
20149,2000,1
20149,2001,1
20155,1999,2
20155,2002,3
20155,2004,2
20155,2005,1
20155,2006,2
20155,2012,1
20155,2014,1
20155,2015,1
20155,2016,1
20157,2014,1
20157,2015,2
20157,2016,1
20159,2000,1
20159,2001,1
20159,2013,1
20163,2009,1
20167,2004,2
20167,2012,1
20183,1999,1
20183,2001,1
20191,1999,2
20191,2001,1
20191,2002,2
20191,2004,1
20191,2005,2
20201,2001,1
20201,2002,1
20201,2003,1
20201,2008,1
20201,2009,1
20201,2010,1
20201,2011,1
20201,2015,1
21015,1999,1
21141,1999,1
23019,2005,3
24003,2009,1
24013,1999,2
24013,2010,2
24021,2008,2
24045,2008,1
24045,2013,1
24045,2014,3
24047,2005,1
25027,2013,2
27009,2013,1
29005,2001,1
34011,2001,1
34011,2003,1
34011,2008,1
34011,2016,1
34015,2016,1
34041,2004,1
35001,1999,1
35009,2003,1
35009,2005,1
35047,2001,1
35057,2005,1
35057,2006,1
35057,2007,1
35057,2008,1
35057,2014,2
35057,2015,1
35057,2016,1
36023,2003,1
36023,2004,2
36023,2005,3
36023,2006,1
36043,2012,1
36045,2004,2
36045,2005,3
36045,2006,2
36045,2008,3
36053,2010,1
36059,2003,1
36069,2003,4
36091,2014,1
36091,2015,3
36105,2016,1
36123,2000,1
36123,2003,3
37071,2014,2
41005,2005,1
41005,2009,1
41059,2015,1
41059,2016,1
41065,2016,1
42007,1999,2
42009,2002,2
42029,2000,1
42029,2002,4
42029,2011,2
42029,2012,1
42029,2013,2
42029,2014,1
42029,2015,1
42039,2012,1
42049,2006,1
42049,2014,1
42049,2015,1
42071,1999,5
42071,2000,4
42071,2001,3
42071,2002,3
42071,2003,1
42071,2005,2
42071,2006,2
42071,2007,1
42071,2008,2
42071,2009,1
42071,2010,3
42071,2011,1
42071,2013,1
42071,2014,1
42071,2015,1
42075,2005,1
42077,2003,1
42095,2004,1
42095,2005,1
42095,2006,1
42133,2003,2
42133,2004,1
50005,2015,2
53001,2002,1
53005,2001,1
53005,2002,2
53005,2003,2
53005,2005,1
53005,2006,1
53005,2007,2
53005,2008,2
53005,2009,1
53005,2010,1
53005,2011,1
53005,2012,1
53005,2015,1
53017,2004,2
53017,2005,2
53017,2006,2
53017,2007,2
53017,2016,1
53021,2004,4
53021,2006,5
53021,2011,2
53021,2012,1
53021,2013,1
53021,2014,1
53025,2003,1
53025,2005,4
53063,2002,2
53071,2001,1
53071,2002,3
53071,2004,3
53071,2010,1
53073,2004,6
53073,2013,5
53073,2014,3
53073,2015,3
53073,2016,5
53075,2003,1
53075,2006,1
53077,2012,2
54037,2010,2
54053,2000,1
55005,2012,1
55021,2002,1
55025,2011,1
55027,2006,1
55033,2000,1
55033,2001,1
55033,2009,1
55033,2012,1
55033,2013,1
55033,2016,1
55035,2004,1
55057,2004,1
55057,2015,1
55071,1999,1
55073,2015,1
55073,2016,1
55077,2016,1
55097,2000,1
55097,2002,1
55097,2005,1
55097,2006,1
55105,2009,1
55111,2012,1
55115,2002,1
55109,2006,1
55121,2008,1
55127,1999,1
08007,2004,2
08007,2005,2
08007,2006,1
08013,2005,1
08013,2012,1
08029,2005,1
08029,2006,1
08029,2007,1
08029,2008,1
08029,2013,1
08033,2005,1
08049,2011,1
08051,2004,1
08051,2014,1
08069,2004,4
08069,2008,2
08069,2009,3
08069,2010,5
08069,2013,1
08077,2010,1
08083,2004,1
08097,2013,1
08101,2004,3
08101,2005,2
08101,2007,1
08101,2013,2
08101,2014,2
08101,2015,1
08101,2016,1
08107,2004,1
08107,2005,1
08107,2007,2
08107,2008,1
08107,2009,1
08107,2010,2
08107,2012,1
08107,2013,1
08113,2010,3
08117,2010,1
08119,2005,1
08123,2005,2
09009,2009,1
09009,2011,1
09011,2005,2
09011,2006,6
12001,2014,2
12001,2015,4
12001,2016,2
12005,2002,1
12005,2003,2
12005,2009,1
12005,2013,5
12009,2004,10
12009,2006,8
12009,2007,6
12009,2008,4
12009,2009,6
12009,2010,7
12009,2011,3
12009,2012,5
12009,2014,5
12009,2015,6
12009,2016,4
12011,2004,4
12011,2005,4
12011,2006,2
12011,2011,1
12015,2004,3
12015,2005,4
12015,2006,3
12017,2004,5
12017,2006,2
12017,2007,5
12017,2008,4
12017,2009,4
12017,2010,3
12017,2011,2
12017,2015,6
12021,2004,11
12021,2005,7
12021,2006,5
12021,2007,3
12021,2009,3
12021,2010,2
12023,2004,4
12023,2005,2
12023,2006,2
12023,2011,2
12023,2012,1
12027,2004,3
12029,2004,5
12029,2005,6
12029,2006,6
12029,2007,6
12029,2008,4
12029,2009,4
12029,2010,2
12029,2011,2
12029,2012,2
12029,2013,2
12035,2004,10
12035,2005,7
12035,2006,3
12035,2007,3
12035,2011,3
12035,2013,2
12035,2014,5
12037,2004,3
12037,2005,4
12037,2006,4
12037,2007,4
12037,2008,4
12037,2009,3
12037,2010,5
12043,2004,2
12043,2005,4
12043,2007,3
12043,2014,2
12051,2006,2
12051,2007,4
12053,2010,2
12053,2011,2
12053,2012,2
12053,2013,2
12055,2004,7
12055,2005,4
12055,2007,4
12055,2010,2
12055,2012,12
12055,2013,6
12055,2014,5
12055,2015,2
12055,2016,4
12061,2004,2
12061,2005,2
12061,2006,2
12067,2004,2
12067,2006,2
12067,2007,2
12067,2008,2
12067,2009,1
12067,2010,1
12067,2012,2
12069,2004,5
12069,2007,2
12069,2008,2
12069,2009,5
12069,2010,2
12069,2012,2
12069,2013,1
12071,2004,2
12071,2005,3
12071,2006,3
12071,2007,2
12071,2013,2
12075,2004,6
12075,2005,5
12075,2006,6
12075,2007,4
12075,2008,5
12075,2010,3
12075,2011,3
12075,2012,2
12075,2013,2
12079,2015,2
12083,2011,1
12083,2012,1
12083,2013,1
12083,2014,1
12083,2015,2
12085,2003,2
12085,2004,5
12085,2005,6
12085,2006,8
12085,2007,2
12085,2008,1
12085,2009,2
12085,2010,2
12085,2011,4
12085,2012,1
12085,2014,2
12085,2015,2
12085,2016,3
12086,2004,2
12086,2005,3
12086,2006,2
12086,2007,5
12086,2008,3
12086,2009,2
12086,2010,4
12086,2011,2
12086,2014,2
12089,2012,2
12089,2015,1
12093,2003,7
12093,2004,6
12093,2005,8
12093,2006,5
12093,2007,5
12093,2009,2
12093,2012,4
12093,2014,1
12093,2015,3
12095,2004,4
12095,2005,4
12095,2006,3
12095,2007,2
12095,2008,2
12095,2009,4
12095,2011,2
12095,2012,2
12095,2015,2
12097,2004,10
12097,2005,8
12097,2006,9
12097,2007,11
12097,2010,1
12099,2004,5
12099,2005,4
12099,2006,5
12099,2007,3
12099,2008,3
12099,2010,3
12099,2011,3
12099,2014,4
12099,2015,3
12101,2004,8
12101,2005,4
12101,2006,5
12101,2016,1
12105,2005,1
12105,2009,7
12105,2010,4
12105,2012,3
12105,2014,2
12105,2015,1
12107,2004,13
12107,2008,4
12107,2012,2
12107,2013,2
12107,2014,5
12107,2015,3
12115,2005,1
12115,2015,2
12117,2007,2
12117,2010,2
12117,2013,3
12117,2015,5
12109,2004,4
12109,2005,3
12109,2007,2
12109,2012,2
12109,2013,2
12109,2016,1
12111,2004,15
12111,2005,11
12111,2006,8
12111,2007,9
12111,2008,3
12111,2009,2
12111,2010,1
12111,2011,1
12111,2013,1
12119,2006,3
12119,2009,2
12121,2009,2
12123,2005,2
12123,2006,2
12123,2007,1
12123,2009,1
12123,2011,1
12123,2013,1
12123,2015,2
12127,2004,7
12127,2006,6
12127,2007,5
12127,2008,3
12127,2009,3
12133,2006,1
19045,2010,2
19051,2001,2
19051,2007,2
19051,2008,2
19051,2009,2
19051,2010,2
19051,2011,1
19051,2015,1
19053,2002,2
19053,2008,1
19109,2015,2
19111,2006,2
19117,2004,2
19117,2005,1
19117,2007,2
19173,2000,2
19173,2001,2
19173,2002,2
19173,2003,1
19183,2016,1
20001,2002,3
20001,2003,2
20001,2004,2
20001,2005,1
20001,2007,4
20001,2013,4
20001,2014,11
20003,2002,4
20003,2003,2
20003,2006,3
20003,2012,1
20003,2014,5
20005,2007,2
20005,2009,2
20005,2010,2
20005,2014,3
20005,2015,3
20011,2002,2
20011,2004,2
20011,2005,1
20013,2004,2
20015,2006,3
20015,2007,1
20015,2009,2
20015,2013,9
20015,2015,8
20015,2016,2
20017,2002,2
20019,2002,2
20019,2004,6
20019,2005,6
20019,2006,10
20019,2015,2
20019,2016,5
20021,2006,5
20021,2008,1
20021,2015,1
20031,2002,4
20031,2004,8
20031,2005,5
20031,2006,6
20031,2015,2
20037,2002,6
20037,2003,1
20037,2007,6
20037,2008,1
20037,2014,2
20041,2006,3
20043,2002,2
20043,2014,2
20045,2015,3
20049,2002,8
20049,2004,7
20049,2005,8
20049,2006,6
20049,2007,6
20049,2008,8
20049,2009,6
20049,2010,6
20049,2011,2
20049,2012,2
20049,2013,2
20049,2015,2
20049,2016,5
20053,2002,2
20053,2003,2
20053,2004,2
20059,2002,4
20059,2004,3
20059,2005,3
20059,2010,2
20059,2014,6
20059,2015,3
20061,2002,2
20061,2012,2
20061,2013,2
20061,2014,3
20061,2015,3
20073,2002,4
20073,2004,5
20073,2005,5
20073,2006,7
20073,2007,5
20073,2008,3
20073,2009,4
20073,2010,2
20073,2011,2
20073,2012,2
20073,2013,2
20073,2014,4
20073,2015,2
20073,2016,5
20085,2002,2
20085,2004,2
20085,2005,2
20085,2011,1
20085,2016,1
20087,2007,1
20091,2002,1
20091,2004,2
20099,2002,6
20099,2004,5
20099,2005,4
20099,2006,3
20099,2007,5
20099,2008,2
20099,2009,2
20099,2013,4
20099,2015,5
20099,2016,2
20105,2006,2
20107,2002,4
20107,2004,16
20107,2005,11
20107,2006,10
20107,2007,6
20107,2008,1
20107,2009,1
20107,2010,1
20111,2013,2
20111,2015,2
20115,2002,4
20115,2003,2
20115,2004,3
20115,2005,3
20115,2011,1
20115,2013,1
20115,2015,4
20115,2016,2
20117,2015,1
20121,2002,1
20121,2004,1
20121,2007,1
20121,2008,1
20121,2009,1
20121,2015,2
20121,2016,4
20123,2007,5
20125,2002,3
20125,2004,4
20125,2005,4
20125,2006,8
20125,2007,7
20125,2008,4
20125,2009,2
20125,2010,1
20125,2011,2
20125,2012,2
20125,2013,2
20125,2014,6
20125,2015,8
20125,2016,4
20127,2004,2
20127,2013,2
20131,2002,1
20133,2002,4
20133,2004,6
20133,2005,4
20133,2006,8
20133,2007,6
20133,2008,2
20133,2009,2
20133,2013,1
20133,2014,14
20133,2015,4
20139,2002,5
20139,2004,6
20139,2005,2
20139,2008,2
20139,2009,1
20139,2010,1
20167,2014,6
20169,2014,3
20177,2007,1
20177,2012,1
20177,2013,2
20177,2014,1
20177,2015,2
20197,2002,3
20197,2004,4
20197,2005,3
20197,2006,2
20197,2007,2
20197,2016,2
20205,2002,6
20205,2004,7
20205,2005,6
20205,2006,14
20205,2007,6
20205,2008,8
20205,2009,6
20205,2013,1
20205,2014,7
20205,2015,11
20207,2002,5
20207,2003,2
20207,2004,3
20207,2005,2
21001,2009,1
21005,2013,1
21011,2004,1
21011,2013,3
21011,2015,1
21013,2006,1
21013,2011,1
21013,2013,2
21013,2014,1
21017,2005,2
21017,2006,1
21017,2007,2
21017,2009,1
21017,2011,1
21017,2013,1
21021,2013,1
21021,2015,2
21033,2004,1
21043,2010,2
21043,2011,1
21045,2007,1
21045,2010,1
21045,2013,1
21049,2010,1
21053,2004,1
21055,2004,2
21055,2005,2
21055,2006,1
21061,2014,1
21061,2015,1
21071,2011,1
21073,2013,2
21077,2010,1
21081,2006,1
21081,2007,1
21081,2014,2
21081,2015,5
21087,2004,1
21087,2013,2
21087,2014,2
21087,2015,1
21089,2008,2
21089,2014,4
21095,2007,2
21097,2005,1
21097,2010,1
21101,2004,1
21107,2004,2
21107,2007,1
21107,2008,2
21107,2009,1
21107,2011,1
21107,2013,4
21109,2004,2
21109,2005,2
21109,2006,2
21109,2007,1
21109,2010,1
21113,2013,2
21115,2015,1
21117,2006,1
21119,2015,2
21123,2005,1
21123,2013,1
21123,2014,1
21123,2015,2
21125,2004,2
21129,2008,2
21133,2005,3
21133,2006,1
21133,2009,2
21133,2010,3
21133,2011,3
21133,2012,2
21133,2014,1
21137,2013,2
21137,2014,2
21139,2010,1
21139,2011,2
21143,2004,2
21143,2008,2
21151,2004,1
21151,2006,1
21151,2010,2
21153,2005,1
21153,2007,1
21153,2008,2
21153,2015,2
21159,2014,2
21159,2016,2
21149,2004,2
21149,2008,2
21149,2010,2
21149,2013,2
21163,2005,1
21167,2013,3
21167,2015,1
21169,2015,1
21173,2004,1
21173,2006,1
21173,2007,1
21173,2013,5
21173,2014,2
21173,2015,1
21173,2016,3
21175,2002,1
21175,2010,1
21181,2004,2
21181,2009,2
21181,2010,2
21181,2011,1
21181,2013,2
21181,2015,1
21183,2004,2
21183,2006,2
21183,2008,1
21183,2009,3
21183,2012,2
21183,2013,2
21183,2015,2
21183,2016,1
21189,2007,1
